register_id,name,addresses_road_id,addresses_road_name,addresses_start_street_number,addresses_end_street_number,addresses_neighborhood_id,addresses_neighborhood_name,addresses_district_id,addresses_district_name,addresses_zip_code,addresses_town,addresses_main_address,secondary_filters_id,secondary_filters_name,secondary_filters_fullpath,secondary_filters_tree,secondary_filters_asia_id,geo_epgs_25831_x,geo_epgs_25831_y,geo_epgs_4326_lat,geo_epgs_4326_lon
?99400603212,"Parada de taxis * Pg Taulat, 136",701278,Pg Taulat,136,,69,Diagonal Mar i el Front Marítim del Poblenou,10,Sant Martí,8005,BARCELONA,TRUE,63733072,Parades Taxi,Planol BCN >> Transports i serveis relacionats >> Transports adicionals >> Parades Taxi,651,6.5103E+13,433966.8655,4583738.216,41.40247477,2.210018475
?99400603228,"Parada de taxis * C Lope de Vega, 92",180401,C Lope de Vega,92,,68,el Poblenou,10,Sant Martí,8005,BARCELONA,TRUE,63733072,Parades Taxi,Planol BCN >> Transports i serveis relacionats >> Transports adicionals >> Parades Taxi,651,6.5103E+13,433479.5702,4583929.04,41.40415331,2.204168328
?99400602997,"Parada de taxis * C Lope de Vega, 132",180401,C Lope de Vega,132,,68,el Poblenou,10,Sant Martí,8005,BARCELONA,TRUE,63733072,Parades Taxi,Planol BCN >> Transports i serveis relacionats >> Transports adicionals >> Parades Taxi,651,6.5103E+13,433314.1388,4584084.779,41.40554229,2.202172179
?99400602998,"Parada de taxis * Pg Gràcia, 34",148307,Pg Gràcia,34,,7,la Dreta de l'Eixample,2,Eixample,8007,BARCELONA,TRUE,63733072,Parades Taxi,Planol BCN >> Transports i serveis relacionats >> Transports adicionals >> Parades Taxi,651,6.5103E+13,430332.4191,4582487.479,41.39090308,2.166686301
?99400603015,"Parada de taxis * C Lepant, 385",178308,C Lepant,385,,33,el Baix Guinardó,7,Horta-Guinardó,8025,BARCELONA,TRUE,63733072,Parades Taxi,Planol BCN >> Transports i serveis relacionats >> Transports adicionals >> Parades Taxi,651,6.5103E+13,430602.248,4584571.849,41.40969963,2.169674544
?99400603018,"Parada de taxis * C Aribau, 149",23403,C Aribau,149,,8,l'Antiga Esquerra de l'Eixample,2,Eixample,8036,BARCELONA,TRUE,63733072,Parades Taxi,Planol BCN >> Transports i serveis relacionats >> Transports adicionals >> Parades Taxi,651,6.5103E+13,429262.8694,4582689.836,41.39263228,2.153870809
?99400603022,"Parada de taxis * C Nicaragua, 146",227800,C Nicaragua,146,,19,les Corts,4,Les Corts,8029,BARCELONA,TRUE,63733072,Parades Taxi,Planol BCN >> Transports i serveis relacionats >> Transports adicionals >> Parades Taxi,651,6.5103E+13,427802.4927,4582120.949,41.38737878,2.13647206
?99400603024,"Parada de taxis * Pg Gràcia, 126",148307,Pg Gràcia,126,,31,la Vila de Gràcia,6,Gràcia,8008,BARCELONA,TRUE,63733072,Parades Taxi,Planol BCN >> Transports i serveis relacionats >> Transports adicionals >> Parades Taxi,651,6.5103E+13,429637.9926,4583255.007,41.39775549,2.158291748
?99400603272,"Parada de taxis * Pl Catalunya, 14",74404,Pl Catalunya,14,,7,la Dreta de l'Eixample,2,Eixample,8010,BARCELONA,TRUE,63733072,Parades Taxi,Planol BCN >> Transports i serveis relacionats >> Transports adicionals >> Parades Taxi,651,6.5103E+13,430691.8416,4582071.857,41.38719076,2.171032578
?99400603275,"Parada de taxis * Pg Marítim de la Barceloneta, 39",197903,Passeig Marítim de la Barceloneta - Oriol Bohigas,39,,3,la Barceloneta,1,Ciutat Vella,8003,Barcelona,TRUE,63733072,Parades Taxi,Planol BCN >> Transports i serveis relacionats >> Transports adicionals >> Parades Taxi,651,6.5103E+13,432842.3648,4581859.125,41.38545715,2.196775251
?99400603233,"Parada de taxis * C Manila, 42",192003,C Manila,42,,21,Pedralbes,4,Les Corts,8034,BARCELONA,TRUE,63733072,Parades Taxi,Planol BCN >> Transports i serveis relacionats >> Transports adicionals >> Parades Taxi,651,6.5103E+13,426921.0762,4582405.795,41.38986467,2.125896567
?99400603234,"Parada de taxis * Av Madrid, 214",187207,Av Madrid,214,,18,Sants,3,Sants-Montjuïc,8014,BARCELONA,TRUE,63733072,Parades Taxi,Planol BCN >> Transports i serveis relacionats >> Transports adicionals >> Parades Taxi,651,6.5103E+13,427667.3262,4581464.89,41.38145777,2.134933881
?99400603238,"Parada de taxis * C Sancho de Ávila, 22",311703,C Sancho de Ávila,22,,66,el Parc i la Llacuna del Poblenou,10,Sant Martí,8018,BARCELONA,TRUE,63733072,Parades Taxi,Planol BCN >> Transports i serveis relacionats >> Transports adicionals >> Parades Taxi,651,6.5103E+13,432160.0671,4583203.863,41.39751158,2.188464935
?99400603247,"Parada de taxis * Av Joan XXIII, 9999",244209,Av Joan XXIII,9999,,20,la Maternitat i Sant Ramon,4,Les Corts,8028,BARCELONA,TRUE,63733072,Parades Taxi,Planol BCN >> Transports i serveis relacionats >> Transports adicionals >> Parades Taxi,651,6.5103E+13,426588.7376,4581677.375,41.38327384,2.122010149
?99400603254,"Parada de taxis * Pg Potosí, 2",701357,Pg Potosí,2,,59,el Bon Pastor,9,Sant Andreu,8030,BARCELONA,TRUE,63733072,Parades Taxi,Planol BCN >> Transports i serveis relacionats >> Transports adicionals >> Parades Taxi,651,6.5103E+13,432991.6851,4588197.306,41.44255573,2.197858978
?99400603081,"Parada de taxis * C Mallorca, 422",191204,C Mallorca,422,,6,la Sagrada Família,2,Eixample,8013,BARCELONA,TRUE,63733072,Parades Taxi,Planol BCN >> Transports i serveis relacionats >> Transports adicionals >> Parades Taxi,651,6.5103E+13,431108.1852,4583891.825,41.40361841,2.175804751
?99400603083,"Parada de taxis * C Aribau, 72",23403,C Aribau,72,,8,l'Antiga Esquerra de l'Eixample,2,Eixample,8011,BARCELONA,TRUE,63733072,Parades Taxi,Planol BCN >> Transports i serveis relacionats >> Transports adicionals >> Parades Taxi,651,6.5103E+13,429637.6758,4582307.659,41.38922303,2.158398025
?99400603258,"Parada de taxis * C Larrard, 57",176608,C Larrard,57,,30,la Salut,6,Gràcia,8024,BARCELONA,TRUE,63733072,Parades Taxi,Planol BCN >> Transports i serveis relacionats >> Transports adicionals >> Parades Taxi,651,6.5103E+13,429219.0834,4584951.172,41.41299543,2.153082696
?99400603259,"Parada de taxis * C Marina, 19",197302,C Marina,19,,3,la Barceloneta,1,Ciutat Vella,8005,BARCELONA,TRUE,63733072,Parades Taxi,Planol BCN >> Transports i serveis relacionats >> Transports adicionals >> Parades Taxi,651,6.5103E+13,432837.1718,4582052.6,41.3871993,2.196691698
?99400603260,"Parada de taxis * C Balmes, 391",32700,C Balmes,391,,25,Sant Gervasi - la Bonanova,5,Sarrià-Sant Gervasi,8022,BARCELONA,TRUE,63733072,Parades Taxi,Planol BCN >> Transports i serveis relacionats >> Transports adicionals >> Parades Taxi,651,6.5103E+13,428019.2682,4584210.661,41.4062194,2.138816135
?99400603269,"Parada de taxis * Rda Dalt (Besòs), 109",701267,Rda Dalt (Besòs),109,,40,Montbau,7,Horta-Guinardó,8035,BARCELONA,TRUE,63733072,Parades Taxi,Planol BCN >> Transports i serveis relacionats >> Transports adicionals >> Parades Taxi,651,6.5103E+13,428352.8274,4586559.671,41.42740573,2.142528211
?99400603271,"Parada de taxis * Av Joan XXIII, 26",244209,Av Joan XXIII,26,,20,la Maternitat i Sant Ramon,4,Les Corts,8028,BARCELONA,TRUE,63733072,Parades Taxi,Planol BCN >> Transports i serveis relacionats >> Transports adicionals >> Parades Taxi,651,6.5103E+13,426647.299,4582000.059,41.38618546,2.12267139
?99400603276,"Parada de taxis * Rda Sant Pere, 4",309406,Rda Sant Pere,4,,7,la Dreta de l'Eixample,2,Eixample,8010,BARCELONA,TRUE,63733072,Parades Taxi,Planol BCN >> Transports i serveis relacionats >> Transports adicionals >> Parades Taxi,651,6.5103E+13,430701.1945,4582190.85,41.3882633,2.171130821
?99400603000,"Parada de taxis * C Pelai, 20",250904,C Pelai,20,,1,el Raval,1,Ciutat Vella,8001,BARCELONA,TRUE,63733072,Parades Taxi,Planol BCN >> Transports i serveis relacionats >> Transports adicionals >> Parades Taxi,651,6.5103E+13,430295.2595,4581914.303,41.38573746,2.166307825
?99400603231,"Parada de taxis * E.M. Universitat, 1",537295,E.M. Universitat,1,,10,Sant Antoni,2,Eixample,8007,BARCELONA,TRUE,63733072,Parades Taxi,Planol BCN >> Transports i serveis relacionats >> Transports adicionals >> Parades Taxi,651,6.5103E+13,430099.9714,4581931.331,41.38587388,2.163970387
?99400603241,"Parada de taxis * Av Diagonal, 661",144601,Av Diagonal,661,,20,la Maternitat i Sant Ramon,4,Les Corts,8028,BARCELONA,TRUE,63733072,Parades Taxi,Planol BCN >> Transports i serveis relacionats >> Transports adicionals >> Parades Taxi,651,6.5103E+13,425527.5769,4581708.974,41.38346092,2.109316372
?99400603245,"Parada de taxis * Av Meridiana, 42",209900,Av Meridiana,42,,66,el Parc i la Llacuna del Poblenou,10,Sant Martí,8018,BARCELONA,TRUE,63733072,Parades Taxi,Planol BCN >> Transports i serveis relacionats >> Transports adicionals >> Parades Taxi,651,6.5103E+13,432055.3302,4583095.153,41.39652362,2.187224338
?99400603246,"Parada de taxis * C Deu i Mata, 66",100107,C Deu i Mata,66,,19,les Corts,4,Les Corts,8029,BARCELONA,TRUE,63733072,Parades Taxi,Planol BCN >> Transports i serveis relacionats >> Transports adicionals >> Parades Taxi,651,6.5103E+13,427763.8721,4582253.367,41.38856794,2.135994393
?99400603249,"Parada de taxis * Pl Espanya, 2",114000,Pl Espanya,2,,11,el Poble-sec,3,Sants-Montjuïc,8004,BARCELONA,TRUE,63733072,Parades Taxi,Planol BCN >> Transports i serveis relacionats >> Transports adicionals >> Parades Taxi,651,6.5103E+13,428903.5363,4580649.105,41.37422046,2.149812515
?99400603002,"Parada de taxis * Ctra Prat, 40",265504,Ctra Prat,40,,13,la Marina de Port,3,Sants-Montjuïc,8038,BARCELONA,TRUE,63733072,Parades Taxi,Planol BCN >> Transports i serveis relacionats >> Transports adicionals >> Parades Taxi,651,6.5103E+13,427470.7566,4579048.725,41.35967858,2.132872284
?99400603004,"Parada de taxis * Pg Maragall, 391",194406,Pg Maragall,391,,36,la Font d'en Fargues,7,Horta-Guinardó,8032,BARCELONA,TRUE,63733072,Parades Taxi,Planol BCN >> Transports i serveis relacionats >> Transports adicionals >> Parades Taxi,651,6.5103E+13,430155.0889,4586592.555,41.42786063,2.164091606
?99400603005,"Parada de taxis * Pg Gràcia, 79",148307,Pg Gràcia,79,,7,la Dreta de l'Eixample,2,Eixample,8008,BARCELONA,TRUE,63733072,Parades Taxi,Planol BCN >> Transports i serveis relacionats >> Transports adicionals >> Parades Taxi,651,6.5103E+13,429959.7886,4582857.384,41.39420233,2.16218684
?99400603006,"Parada de taxis * Pg Fabra i Puig, 264",119003,Pg Fabra i Puig,264,,46,el Turó de la Peira,8,Nou Barris,8031,BARCELONA,TRUE,63733072,Parades Taxi,Planol BCN >> Transports i serveis relacionats >> Transports adicionals >> Parades Taxi,651,6.5103E+13,431047.1122,4586850.657,41.43026232,2.174736889
?99400603008,"Parada de taxis * C Gironella, 2",146403,C Gironella,2,,24,les Tres Torres,5,Sarrià-Sant Gervasi,8017,BARCELONA,TRUE,63733072,Parades Taxi,Planol BCN >> Transports i serveis relacionats >> Transports adicionals >> Parades Taxi,651,6.5103E+13,427299.0885,4582776.589,41.39323852,2.130372996
?99400603016,"Parada de taxis * C Aragó, 183",18505,C Aragó,183,,8,l'Antiga Esquerra de l'Eixample,2,Eixample,8011,BARCELONA,TRUE,63733072,Parades Taxi,Planol BCN >> Transports i serveis relacionats >> Transports adicionals >> Parades Taxi,651,6.5103E+13,429618.1301,4582098.475,41.38733727,2.158188567
?99400603020,"Parada de taxis * C Badajoz, 126",30500,C Badajoz,126,,66,el Parc i la Llacuna del Poblenou,10,Sant Martí,8018,BARCELONA,TRUE,63733072,Parades Taxi,Planol BCN >> Transports i serveis relacionats >> Transports adicionals >> Parades Taxi,651,6.5103E+13,432532.5915,4583560.132,41.40075174,2.192881129
?99400603104,"Parada de taxis * G.V. Corts Catalanes, 692",169409,G.V. Corts Catalanes,692,,7,la Dreta de l'Eixample,2,Eixample,8010,BARCELONA,TRUE,63733072,Parades Taxi,Planol BCN >> Transports i serveis relacionats >> Transports adicionals >> Parades Taxi,651,6.5103E+13,430946.201,4582764.323,41.39344946,2.173995622
?99400603106,"Parada de taxis * C Balmes, 335",32700,C Balmes,335,,26,Sant Gervasi - Galvany,5,Sarrià-Sant Gervasi,8006,BARCELONA,TRUE,63733072,Parades Taxi,Planol BCN >> Transports i serveis relacionats >> Transports adicionals >> Parades Taxi,651,6.5103E+13,428373.3068,4583870.643,41.40318862,2.143091666
?99400603115,"Parada de taxis * C Pelai, 54",250904,C Pelai,54,,1,el Raval,1,Ciutat Vella,8001,BARCELONA,TRUE,63733072,Parades Taxi,Planol BCN >> Transports i serveis relacionats >> Transports adicionals >> Parades Taxi,651,6.5103E+13,430528.6253,4581883.895,41.38548377,2.169102162
?99400603120,"Parada de taxis * C Doctor Carulla, 63",101405,C Doctor Carulla,63,,24,les Tres Torres,5,Sarrià-Sant Gervasi,8017,BARCELONA,TRUE,63733072,Parades Taxi,Planol BCN >> Transports i serveis relacionats >> Transports adicionals >> Parades Taxi,651,6.5103E+13,427459.3247,4583690.102,41.40148061,2.132180042
?99400603123,"Parada de taxis * Av Icària, 160",62609,Av Icària,160,,67,la Vila Olímpica del Poblenou,10,Sant Martí,8005,BARCELONA,TRUE,63733072,Parades Taxi,Planol BCN >> Transports i serveis relacionats >> Transports adicionals >> Parades Taxi,651,6.5103E+13,432887.4462,4582498.52,41.39121979,2.197243549
?99400603124,"Parada de taxis * Av Rio de Janeiro, 131",282650,Av Rio de Janeiro,131,,52,la Prosperitat,8,Nou Barris,8016,BARCELONA,TRUE,63733072,Parades Taxi,Planol BCN >> Transports i serveis relacionats >> Transports adicionals >> Parades Taxi,651,6.5103E+13,432000.2687,4588218.806,41.44266602,2.185989683
?99400603126,"Parada de taxis * C Comte d'Urgell, 14",349706,C Comte d'Urgell,14,,10,Sant Antoni,2,Eixample,8011,BARCELONA,TRUE,63733072,Parades Taxi,Planol BCN >> Transports i serveis relacionats >> Transports adicionals >> Parades Taxi,651,6.5103E+13,429936.0862,4581242.387,41.37965452,2.162090122
?99400603009,"Parada de taxis * Av Francesc Ferrer i Guàrdia, 13",198702,Av Francesc Ferrer i Guàrdia,13,,11,el Poble-sec,3,Sants-Montjuïc,8038,BARCELONA,TRUE,63733072,Parades Taxi,Planol BCN >> Transports i serveis relacionats >> Transports adicionals >> Parades Taxi,651,6.5103E+13,428639.277,4580109.873,41.3693404,2.146716247
?99400603011,"Parada de taxis * C Capità Arenas, 31",62507,C Capità Arenas,31,,23,Sarrià,5,Sarrià-Sant Gervasi,8034,BARCELONA,TRUE,63733072,Parades Taxi,Planol BCN >> Transports i serveis relacionats >> Transports adicionals >> Parades Taxi,651,6.5103E+13,426883.0096,4582597.498,41.3915878,2.125418158
?99400603017,"Parada de taxis * C Provença, 177",268003,C Provença,177,,8,l'Antiga Esquerra de l'Eixample,2,Eixample,8036,BARCELONA,TRUE,63733072,Parades Taxi,Planol BCN >> Transports i serveis relacionats >> Transports adicionals >> Parades Taxi,651,6.5103E+13,429437.2938,4582477.208,41.39073254,2.155981758
?99400603025,"Parada de taxis * Pl Duc de Medinaceli, 5",106205,Pl Duc de Medinaceli,5,,2,el Barri Gòtic,1,Ciutat Vella,8002,BARCELONA,TRUE,63733072,Parades Taxi,Planol BCN >> Transports i serveis relacionats >> Transports adicionals >> Parades Taxi,651,6.5103E+13,431359.5564,4581049.28,41.37803796,2.179133895
?99400603098,"Parada de taxis * Rbla Onze de Setembre, 61",201603,Rbla Onze de Setembre,61,,60,Sant Andreu,9,Sant Andreu,8030,BARCELONA,TRUE,63733072,Parades Taxi,Planol BCN >> Transports i serveis relacionats >> Transports adicionals >> Parades Taxi,651,6.5103E+13,432331.0718,4586811.076,41.43001504,2.190106911
?99400603099,"Parada de taxis * Pl Doctor Andreu, 3",137402,Pl Doctor Andreu,3,,25,Sant Gervasi - la Bonanova,5,Sarrià-Sant Gervasi,8035,BARCELONA,TRUE,63733072,Parades Taxi,Planol BCN >> Transports i serveis relacionats >> Transports adicionals >> Parades Taxi,651,6.5103E+13,427423.3157,4585323.367,41.41618746,2.131553425
?99400603102,"Parada de taxis * C Josep Pla, 59",143609,C Josep Pla,59,,69,Diagonal Mar i el Front Marítim del Poblenou,10,Sant Martí,8019,BARCELONA,TRUE,63733072,Parades Taxi,Planol BCN >> Transports i serveis relacionats >> Transports adicionals >> Parades Taxi,651,6.5103E+13,434155.7865,4584737.574,41.41149123,2.212169681
?99400603055,"Parada de taxis * C Llull, 351",186703,C Llull,351,,69,Diagonal Mar i el Front Marítim del Poblenou,10,Sant Martí,8019,BARCELONA,TRUE,63733072,Parades Taxi,Planol BCN >> Transports i serveis relacionats >> Transports adicionals >> Parades Taxi,651,6.5103E+13,434106.125,4584379.044,41.40825797,2.211614575
?99400603056,"Parada de taxis * C Ausiàs Marc, 102",28305,C Ausiàs Marc,102,,5,el Fort Pienc,2,Eixample,8013,BARCELONA,TRUE,63733072,Parades Taxi,Planol BCN >> Transports i serveis relacionats >> Transports adicionals >> Parades Taxi,651,6.5103E+13,431581.4948,4583003.326,41.39565639,2.181567098
?99400603058,"Parada de taxis * C Pau Claris, 178",247659,C Pau Claris,178,,7,la Dreta de l'Eixample,2,Eixample,8037,BARCELONA,TRUE,63733072,Parades Taxi,Planol BCN >> Transports i serveis relacionats >> Transports adicionals >> Parades Taxi,651,6.5103E+13,430045.9867,4583043.714,41.39588805,2.163196302
?99400603067,"Parada de taxis * C Bruc, 150",49509,C Bruc,150,,7,la Dreta de l'Eixample,2,Eixample,8037,BARCELONA,TRUE,63733072,Parades Taxi,Planol BCN >> Transports i serveis relacionats >> Transports adicionals >> Parades Taxi,651,6.5103E+13,430238.5318,4583214.366,41.39744177,2.165479669
?99400603069,"Parada de taxis * Rbla Catalunya, 110",74506,Rbla Catalunya,110,,7,la Dreta de l'Eixample,2,Eixample,8008,BARCELONA,TRUE,63733072,Parades Taxi,Planol BCN >> Transports i serveis relacionats >> Transports adicionals >> Parades Taxi,651,6.5103E+13,429700.9431,4582890.89,41.39448152,2.159086989
?99400603072,"Parada de taxis * C Viladomat, 138",361406,C Viladomat,138,,9,la Nova Esquerra de l'Eixample,2,Eixample,8015,BARCELONA,TRUE,63733072,Parades Taxi,Planol BCN >> Transports i serveis relacionats >> Transports adicionals >> Parades Taxi,651,6.5103E+13,429368.9156,4581442.958,41.38141141,2.155284532
?99400603076,"Parada de taxis * C Bergara, 9",357001,C Bergara,9,,7,la Dreta de l'Eixample,2,Eixample,8002,BARCELONA,TRUE,63733072,Parades Taxi,Planol BCN >> Transports i serveis relacionats >> Transports adicionals >> Parades Taxi,651,6.5103E+13,430454.033,4581968.187,41.38623651,2.168200431
?99400603078,"Parada de taxis * C Rector Triadó, 106",246703,C Rector Triadó,106,,15,Hostafrancs,3,Sants-Montjuïc,8014,BARCELONA,TRUE,63733072,Parades Taxi,Planol BCN >> Transports i serveis relacionats >> Transports adicionals >> Parades Taxi,651,6.5103E+13,428271.8813,4581249.199,41.37956924,2.142188837
?99400603079,"Parada de taxis * C Planella, 32",259705,C Planella,32,,25,Sant Gervasi - la Bonanova,5,Sarrià-Sant Gervasi,8017,BARCELONA,TRUE,63733072,Parades Taxi,Planol BCN >> Transports i serveis relacionats >> Transports adicionals >> Parades Taxi,651,6.5103E+13,427098.5131,4584274.866,41.40671469,2.127793623
?99400603080,"Parada de taxis * C Provençals, 7",267907,C Provençals,7,,69,Diagonal Mar i el Front Marítim del Poblenou,10,Sant Martí,8019,BARCELONA,TRUE,63733072,Parades Taxi,Planol BCN >> Transports i serveis relacionats >> Transports adicionals >> Parades Taxi,651,6.5103E+13,434114.761,4584032.034,41.40513325,2.211755668
?99400603084,"Parada de taxis * C Enric Granados, 77",110304,C Enric Granados,77,,8,l'Antiga Esquerra de l'Eixample,2,Eixample,8008,BARCELONA,TRUE,63733072,Parades Taxi,Planol BCN >> Transports i serveis relacionats >> Transports adicionals >> Parades Taxi,651,6.5103E+13,429536.0188,4582572.982,41.3916038,2.157151367
?99400603095,"Parada de taxis * C Diputació, 336",100800,Carrer de la Diputació,336,,7,la Dreta de l'Eixample,2,Eixample,8009,Barcelona,TRUE,63733072,Parades Taxi,Planol BCN >> Transports i serveis relacionats >> Transports adicionals >> Parades Taxi,651,6.5103E+13,431003.6594,4583052.054,41.39604589,2.174650073
?99400603101,"Parada de taxis * Av Paral·lel, 70",198804,Av Paral·lel,70,,1,el Raval,1,Ciutat Vella,8001,BARCELONA,TRUE,63733072,Parades Taxi,Planol BCN >> Transports i serveis relacionats >> Transports adicionals >> Parades Taxi,651,6.5103E+13,430512.8897,4580729.355,41.37508382,2.169046361
?99400603105,"Parada de taxis * C Vila i Vilà, 71",361009,C Vila i Vilà,71,,11,el Poble-sec,3,Sants-Montjuïc,8004,BARCELONA,TRUE,63733072,Parades Taxi,Planol BCN >> Transports i serveis relacionats >> Transports adicionals >> Parades Taxi,651,6.5103E+13,430538.8664,4580617.375,41.37407749,2.169369801
?99400603107,"Parada de taxis * Pg Gràcia, 66",148307,Pg Gràcia,66,,7,la Dreta de l'Eixample,2,Eixample,8007,BARCELONA,TRUE,63733072,Parades Taxi,Planol BCN >> Transports i serveis relacionats >> Transports adicionals >> Parades Taxi,651,6.5103E+13,430120.9131,4582718.368,41.39296427,2.164130037
?99400603108,"Parada de taxis * C Torras i Pujalt, 11",339203,C Torras i Pujalt,11,,25,Sant Gervasi - la Bonanova,5,Sarrià-Sant Gervasi,8022,BARCELONA,TRUE,63733072,Parades Taxi,Planol BCN >> Transports i serveis relacionats >> Transports adicionals >> Parades Taxi,651,6.5103E+13,427647.0319,4583649.687,41.40113353,2.134430208
?99400603109,"Parada de taxis * C Consell de Cent, 340",89004,C Consell de Cent,340,,7,la Dreta de l'Eixample,2,Eixample,8009,BARCELONA,TRUE,63733072,Parades Taxi,Planol BCN >> Transports i serveis relacionats >> Transports adicionals >> Parades Taxi,651,6.5103E+13,430496.6774,4582732.996,41.39312858,2.168622668
?99400603112,"Parada de taxis * C Rambla, 91",34308,C Rambla,91,,1,el Raval,1,Ciutat Vella,8002,BARCELONA,TRUE,63733072,Parades Taxi,Planol BCN >> Transports i serveis relacionats >> Transports adicionals >> Parades Taxi,651,6.5103E+13,430781.8449,4581515.431,41.38218696,2.172172531
?99400603129,"Parada de taxis * Av Rius i Taulet, 2",284101,Av Rius i Taulet,2,,11,el Poble-sec,3,Sants-Montjuïc,8004,BARCELONA,TRUE,63733072,Parades Taxi,Planol BCN >> Transports i serveis relacionats >> Transports adicionals >> Parades Taxi,651,6.5103E+13,429340.6051,4580494.261,41.37286433,2.155056583
?99400603130,"Parada de taxis * C Zamora, 35",369204,C Zamora,35,,67,la Vila Olímpica del Poblenou,10,Sant Martí,8005,BARCELONA,TRUE,63733072,Parades Taxi,Planol BCN >> Transports i serveis relacionats >> Transports adicionals >> Parades Taxi,651,6.5103E+13,432565.8733,4582724.446,41.39322774,2.193372314
?99400603063,"Parada de taxis * C Llull, 161",186703,C Llull,161,,68,el Poblenou,10,Sant Martí,8005,BARCELONA,TRUE,63733072,Parades Taxi,Planol BCN >> Transports i serveis relacionats >> Transports adicionals >> Parades Taxi,651,6.5103E+13,433196.911,4583478.403,41.4000711,2.200836719
?99400603068,"Parada de taxis * C Casp, 2",71600,C Casp,2,,7,la Dreta de l'Eixample,2,Eixample,8010,BARCELONA,TRUE,63733072,Parades Taxi,Planol BCN >> Transports i serveis relacionats >> Transports adicionals >> Parades Taxi,651,6.5103E+13,430610.0714,4582251.765,41.38880409,2.170034047
